"b""@burnaboy You've said it all. #saynotoxenophobia"""
b'RT @MYANC: ANC SOCIAL TRANSFORMATION COMMITTEE CONDEMNS GENDER-BASED VIOLENCE AND ATTACKS ON FOREIGN NATIONALS\n\n#XenophobiaInSouthAfrica #S\xe2\x80\xa6'
b'RT @OkyereBaffour4: A Deputy Minister of South African police is saying this. Then in my opinion no country in Africa should have any form\xe2\x80\xa6'
b'RT @EtniesJags: This kid almost brought me to tears. \n\nHe talked about his friend that passed away due to the Xenophobia attacks in South A\xe2\x80\xa6'
b'RT @nnaezema: Watching this made me cry\xf0\x9f\x92\x94\xf0\x9f\x92\x94\n #SayNoToXenophobia\nhttps://t.co/0EfIbuwpye'
b'RT @Ugaman01: Thank you Julius Malema. Let\xe2\x80\x99s all #SayNoToXenophobia https://t.co/VR57JnKGKa'
"b""@Ngoasheng247 @savalukat @burnaboy It's not about Nigerian being burned but it's about Africans United\xe2\x80\xa6 https://t.co/6oa6zKTBPx"""
b'@SteveBarclay @premierleague @FA Oh right! Because neither the @FA nor the @premierleague have any problems with\xe2\x80\xa6 https://t.co/O7sVO0mjHC'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b'RT @thomasmehkai: Absolutely sir, @TonyOElumelu @UBAGroup @TonyElumeluFDN @UBACameroon1 #SayNoToXenophobia\n#TOEWay #UnitingAfricaForProgres\xe2\x80\xa6'"
"b'Then for play this match for Nigeria or South Africa, let us just check something \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\n#Afcon #NigVsRsa\xe2\x80\xa6 https://t.co/ksPKjQriX0'"
b'RT @NOIweala: I would like to express my deepest sympathies and condolences to the family &amp; friends of our countrymen and women who recentl\xe2\x80\xa6'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @TimeSesethu: We are the problem. We have to be the solution. Men like LUYANDA BOTHA must be removed from society. \nThese are people we\xe2\x80\xa6'
"b'@akaworldwide @burnaboy Listen. When @burnaboy comes up on stage, you get on that stage with a mic on your hand and\xe2\x80\xa6 https://t.co/HS5NTSHOln'"
b'RT @6LACK: #saynotoxenophobia #stopfemicide \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe love to \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6\xf0\x9f\x87\xb3\xf0\x9f\x87\xac\xf0\x9f\x87\xbf\xf0\x9f\x87\xbc &amp; wherever else it may be needed https://t.co/pLsvnQpvsa'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @_____AYO_____: For those of you that can't boycott DSTV simply because of premier league.\n\nDownload  WSS APP\nit has every sports channe\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @6LACK: #saynotoxenophobia #stopfemicide \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe love to \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6\xf0\x9f\x87\xb3\xf0\x9f\x87\xac\xf0\x9f\x87\xbf\xf0\x9f\x87\xbc &amp; wherever else it may be needed https://t.co/pLsvnQpvsa'
b'RT @its_ClassicB: @wizkidayo I had to use rap in airing out my voice with the rest of the world concerning the killing of Nigerians in Sout\xe2\x80\xa6'
"b""RT @PClouxz: Don't just watch kindly retweet. I #SayNoToXenophobia Anthem https://t.co/4PiyjK3ov1"""
b'RT @OthmanIdy20: Let them match their words with action there by bring to an end the constant killing and torturing of our citizens and the\xe2\x80\xa6'
b'RT @IdrisSultan: It\xe2\x80\x99s time leaders game together and show what leadership really means. We need the action and not the speeches on this mat\xe2\x80\xa6'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""@Thabiso59705257 @akaworldwide @burnaboy You're part of the problem! #saynotoxenophobia"""
b'#TRENDING on #Twitter \nShould Burma Boy apologise???? \n#xenophobia #saynotoxenophobia https://t.co/zwRMEQHtdV'
"b""Nobody should ever apologize to a racist, it should be otherwise. We're are Nigerians. You abuse one of us, you abu\xe2\x80\xa6 https://t.co/C01lTUC7gz"""
"b'We may fight ,we may disagree but  fact is our governments are the problem and we still have to care for one anothe\xe2\x80\xa6 https://t.co/Pm6TMjDt02'"
"b""@the_ngane The thing with xenophobia is that, no matter the wrong the other person does, the world doesn't care abo\xe2\x80\xa6 https://t.co/lpPNcV5gRG"""
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @Iam_KingBuchi: Rt for GLOBACOM\nLike for MTN...\n\n#WeNoGetPresident\n#StopKillingNigeriansInSA \n#SayNoToXenophobia https://t.co/L39eizKO9o'
b'RT @Iam_KingBuchi: Rt for TSTV\nLike for DSTV.\n\n#SayNoToXenophobia \n#shutdownsouthafrica \n#WeNoGetPresident https://t.co/tjfQw8ac60'
"b""RT @menellito: He's reformed like a certain president i know.\nLet him breathe and enjoy their money. #SayNotoXenophobia https://t.co/pbtDnT\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""He's reformed like a certain president i know.\nLet him breathe and enjoy their money. #SayNotoXenophobia https://t.co/pbtDnT28w2"""
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'@AdvBarryRoux Channel this energy towards your government and make them erect #SayNoToXenophobia Billboards.\nBurnab\xe2\x80\xa6 https://t.co/9jeMDIyAlt'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @its_ClassicB: @wizkidayo I had to use rap in airing out my voice with the rest of the world concerning the killing of Nigerians in Sout\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'RT @GuardianNigeria: Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic att\xe2\x80\xa6'
b'Burna Boy has announced he will contribute a portion of the proceeds from the concert to the victims of xenophobic\xe2\x80\xa6 https://t.co/5wKOQpvR3B'
"b""RT @akortainment: We copy white people's trends so much that we are now copying the way they kill blacks..\n\nBlack lives don't even matter t\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @SHEKWOSASI: D.S.6 Cover To XXXTENTACION'S ROYALTY. \xf0\x9f\x87\xb3\xf0\x9f\x87\xac\n#SayNoToXenophobiaAttacks\n#SayNoToXenophobia\n\nLISTEN HERE \xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/oq0TE\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @cuppymusic: Something to light up your day... God is shining his love on us today Nigeria! \xf0\x9f\x8c\x88\xf0\x9f\x87\xb3\xf0\x9f\x87\xac\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x8c\xa7 #SayNoToXenophobia https://t.co/p1Zx0\xe2\x80\xa6'
b'Do take time to download and listen to this podcast #AfricaRightsTalk where issues affecting migrants in South Afri\xe2\x80\xa6 https://t.co/tgZv5RJQh1'
b'RT @iam47gangg: Let\xe2\x80\x99s all #SayNoToXenophobia https://t.co/BCEK39gYER'
b'RT @esselDadzie: Watching this made me cry\xf0\x9f\x92\x94\xf0\x9f\x92\x94\n #SayNoToXenophobia\nhttps://t.co/JWuTQ2FqYN'
b'RT @its_ClassicB: @wizkidayo I had to use rap in airing out my voice with the rest of the world concerning the killing of Nigerians in Sout\xe2\x80\xa6'
b'RT @CHR_HumanRights: \xf0\x9f\x8e\x99\xef\xb8\x8f\xf0\x9f\x8e\xa7\xf0\x9f\x8e\x99\xef\xb8\x8f\xf0\x9f\x8e\xa7\n\n[New #AfricaRightsTalk Episode]\n\n#AfricanMigrantsMatter\n\nOur latest podcast features an interview with @Abifai\xe2\x80\xa6'
b'RT @its_ClassicB: @wizkidayo I had to use rap in airing out my voice with the rest of the world concerning the killing of Nigerians in Sout\xe2\x80\xa6'
b'RT @HannahSankara: Haibo\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nThey interviews are \xe2\x80\x9cskrr skrr\xe2\x80\x9d gang member and listen to what he said.\n\n#SayNoToXenophobia #Nigerians #SouthA\xe2\x80\xa6'
"b""RT @Iammisterpaul: South Africans don't deserve Trevor Noah.\nKindly RT.  This has to go viral.\n#Xenophobia #SayNoToXenophobia https://t.co/\xe2\x80\xa6"""
b'RT @IdrisSultan: It\xe2\x80\x99s time leaders game together and show what leadership really means. We need the action and not the speeches on this mat\xe2\x80\xa6'
b'RT @IdrisSultan: It\xe2\x80\x99s time leaders game together and show what leadership really means. We need the action and not the speeches on this mat\xe2\x80\xa6'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @CHR_HumanRights: \xf0\x9f\x8e\x99\xef\xb8\x8f\xf0\x9f\x8e\xa7\xf0\x9f\x8e\x99\xef\xb8\x8f\xf0\x9f\x8e\xa7\n\n[New #AfricaRightsTalk Episode]\n\n#AfricanMigrantsMatter\n\nOur latest podcast features an interview with @Abifai\xe2\x80\xa6'
b'RT @CHR_HumanRights: \xf0\x9f\x8e\x99\xef\xb8\x8f\xf0\x9f\x8e\xa7\xf0\x9f\x8e\x99\xef\xb8\x8f\xf0\x9f\x8e\xa7\n\n[New #AfricaRightsTalk Episode]\n\n#AfricanMigrantsMatter\n\nOur latest podcast features an interview with @Abifai\xe2\x80\xa6'
b'RT @IdrisSultan: It\xe2\x80\x99s time leaders game together and show what leadership really means. We need the action and not the speeches on this mat\xe2\x80\xa6'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @ajahcityy247: Happening right now in Shoprite Ajah. #SayNoToXenophobia\n#XenophobicAttack\n#StopXenophobia https://t.co/8WL76vr6OV'
b'RT @IdrisSultan: It\xe2\x80\x99s time leaders game together and show what leadership really means. We need the action and not the speeches on this mat\xe2\x80\xa6'
b'RT @IdrisSultan: It\xe2\x80\x99s time leaders game together and show what leadership really means. We need the action and not the speeches on this mat\xe2\x80\xa6'
b'RT @its_ClassicB: @wizkidayo I had to use rap in airing out my voice with the rest of the world concerning the killing of Nigerians in Sout\xe2\x80\xa6'
b'\xf0\x9f\x8e\x99\xef\xb8\x8f\xf0\x9f\x8e\xa7\xf0\x9f\x8e\x99\xef\xb8\x8f\xf0\x9f\x8e\xa7\n\n[New #AfricaRightsTalk Episode]\n\n#AfricanMigrantsMatter\n\nOur latest podcast features an interview with\xe2\x80\xa6 https://t.co/2IoiSZJXsi'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @marshall_karim: Blacks killing blacks, blacks making blacks feel bad. Where's the love? #SayNoToXenophobia https://t.co/z77ZlSLsPi"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @_everythingdirt: There would be no economic growth if we can't invest in each other. The killing won't fix our poor economy, it would o\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @SenatorAkpabio: Enough is Enough\n#SayNoToXenophobia https://t.co/VPl33nI7Pl'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b'RT @wizkidayo: Disheartening to watch these videos from my home! You\xe2\x80\x99re fighting the wrong war , fighting the wrong people. How do we walk\xe2\x80\xa6'"
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b'RT @khama_Billiat11: The LORD examines the righteous, but the wicked, those who love violence, he hates with a passion\nPsalm 11:5\n\n#inGodwe\xe2\x80\xa6'"
b'RT @SCOANTBJoshua: \xf0\x9f\x8e\xb6Africa unite\nWe need each other\nWe need one another to grow\nAfrica unite\xf0\x9f\x8e\xb6\n\n#SayNoToXenophobia\n#AfricaUnite\n#TBJoshua\n#S\xe2\x80\xa6'
"b'RT @khama_Billiat11: The LORD examines the righteous, but the wicked, those who love violence, he hates with a passion\nPsalm 11:5\n\n#inGodwe\xe2\x80\xa6'"
b'RT @Giveaways_Risky: OUR BIGGEST GIVEAWAY YET \xe2\x9c\xa8\n\n50x iPhone XS Max + 25x BTS Summer Packages (45 winners!)\n\nRules to win:\nLike &amp; Retweet th\xe2\x80\xa6'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b""RT @mustie_maniac: Every storm runs out of rain, just like every dark night turns into day.\nThe xenophobic storm can't hold us back, we'd l\xe2\x80\xa6"""
b'RT @Iam_KingBuchi: Rt for GLOBACOM\nLike for MTN...\n\n#WeNoGetPresident\n#StopKillingNigeriansInSA \n#SayNoToXenophobia https://t.co/L39eizKO9o'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @IdrisSultan: It\xe2\x80\x99s time leaders game together and show what leadership really means. We need the action and not the speeches on this mat\xe2\x80\xa6'
"b'Went to see @JonathanPieNews live last night...absolutely laughed my tits off!\n\nHighly, highly recommended \xf0\x9f\x91\x8c\xe2\x80\xa6 https://t.co/UIxjz3OPU8'"
b'RT @hausa_hiphop: @burnaboy #supporting the cause. #SayNoToXenophobia https://t.co/TGIstGs2cY The African Giant'
b'@burnaboy #supporting the cause. #SayNoToXenophobia https://t.co/TGIstGs2cY The African Giant'
"b""@Iammisterpaul I just couldn't read the whole message, its too long But then I also say #SayNoToXenophobia  \n#Xenophobia"""
b'RT @its_ClassicB: @wizkidayo I had to use rap in airing out my voice with the rest of the world concerning the killing of Nigerians in Sout\xe2\x80\xa6'
"b""Pay attention \n\n                      To\n\n                            The lyric's \n\n#Number one    happy sunday guy\xe2\x80\xa6 https://t.co/QYeqlcmEyK"""
b'RT @__yinka: We are meant to look after each other \nNot kill ourselves\nWe should be able to run to our brothers and seek refuge \nNot hate o\xe2\x80\xa6'
b'Link on bio for full video\n#stoptheviolence\n#stoptheviolenceagainstwomen\n#SayNoToXenophobia\n#WeRememberThem\xe2\x80\xa6 https://t.co/F84nXn9D33'
b'Link on bio for full video #stoptheviolence \n#stoptheviolenceagainstwomen\n#SayNoToXenophobia https://t.co/qYiSIB5y2t'
b'RT @iamJokunle: Do not wait till they kill your own blood brothers and sisters. Let\xe2\x80\x99s all lend our voice. #SayNoToXenophobia RT THIS'
"b'RT @dovenski4sure: To those who have the power to protect our people and fight #Xenophobicattacks, but are doing nothing, may the blood of\xe2\x80\xa6'"
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @Jidenna: Just left Lagos this morning after speaking at a listening party about the xenophobic attacks on Nigerians in South Africa. Th\xe2\x80\xa6'
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
"b'RT @ShoMadjozi: Amongst other things, I want to be remembered for making South Africans in inner city Joburg sing in Kiswahili today \xf0\x9f\x98\x8a\xf0\x9f\x92\x97 #Sa\xe2\x80\xa6'"
"b'RT @ShoMadjozi: Amongst other things, I want to be remembered for making South Africans in inner city Joburg sing in Kiswahili today \xf0\x9f\x98\x8a\xf0\x9f\x92\x97 #Sa\xe2\x80\xa6'"
b'RT @theoga_nelson: This is a message to all South Africans that have forgotten how other countries stood for them #SayNoToXenophobia #Xenop\xe2\x80\xa6'
"b'RT @ViacomAfrica: As Africans, let\xe2\x80\x99s #StopTheViolence and preach love. #EnoughIsEnough #SayNoToXenophobia #StopXenophobia #OneAfricaIsPossi\xe2\x80\xa6'"
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
b'RT @IU_Wakili: This vid will forever remain in my heart i will never forgive South Africans for these I will hold these grudge forever #Xen\xe2\x80\xa6'
"b""RT @_____AYO_____: For those of you that can't boycott DSTV simply because of premier league.\n\nDownload  WSS APP\nit has every sports channe\xe2\x80\xa6"""
"b'RT @rolletoso: Hello Everyone please I make Amazing Graphic Designs, Logos, Movie Posters, Event Flyers, Company Brochures, etc.\n\nThe Price\xe2\x80\xa6'"
"b""RT @xtiandela: Just incase you haven't seen this video. \n\nJulius Malema has spoken my mind. No need to add anything more. \n#StopXenophobia!\xe2\x80\xa6"""
